Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.08.03 17:00:00,3.54063098285E-11
2024.08.03 18:00:00,4.09832758008E-11
2024.08.03 19:00:00,4.78175242458E-11
2024.08.03 20:00:00,5.5660445003E-11
2024.08.03 21:00:00,6.3822322427E-11
2024.08.03 22:00:00,7.17013184937E-11
2024.08.03 23:00:00,7.98617838527E-11
2024.08.04 00:00:00,9.08259578658E-11
2024.08.04 01:00:00,1.05854283672E-10
2024.08.04 02:00:00,1.2580451958E-10
2024.08.04 03:00:00,1.5127030184E-10
2024.08.04 04:00:00,1.81631515384E-10
2024.08.04 05:00:00,2.18020407283E-10
2024.08.04 06:00:00,2.64016808416E-10
2024.08.04 07:00:00,3.23791243817E-10
2024.08.04 08:00:00,4.01967265029E-10
2024.08.04 09:00:00,4.99497831985E-10
2024.08.04 10:00:00,6.16592277236E-10
2024.08.04 11:00:00,7.43343941956E-10
2024.08.04 12:00:00,8.74183780919E-10
2024.08.04 13:00:00,1.0197467315E-09
2024.08.04 14:00:00,1.2733329946E-09
2024.08.04 15:00:00,1.81350001682E-09
2024.08.04 16:00:00,2.79203504761E-09
2024.08.04 17:00:00,3.92986798659E-09
2024.08.04 18:00:00,4.98289498552E-09
2024.08.04 19:00:00,5.81639358899E-09
2024.08.04 20:00:00,6.44837028219E-09
